word_id,jp,ko,source,source_url,license,permission_status,attribution,captured_at,qa_status,sort_order,naver_example_id,naver_source_cid,naver_source_name,query,qa_note
w_007680925f9898a2,火口から煙が上がっている。,분화구에서 연기가 피어오르고 있다.,self,https://ja.dict.naver.com/#/search?query=%E7%81%AB%E5%8F%A3,self,self,AshitaKanji 편집 예문,1786345143714,auto,0,,,,火口,자체 작성·번역; NAVER 일본어사전에서 표제어 용법 확인; 전수 표제어 QA
w_0076e56c5517d460,進度がおそい,진도가 더디다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%80%B2%E5%BA%A6,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 교학사 일한사전,1786207423478,auto,0,fa66af8899f24bc8ac7c06ee14a98dca,080004F6,교학사 일한사전,進度 진도,auto-selected score=119 meaning_hits=1 target_match=surface; query=進度 진도
w_0084c15661be04e0,練習してはいるが、記録は平凡だ,연습은 하고 있으나 기록은 평범하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%B9%B3%E5%87%A1%E3%81%A0,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1786203363655,auto,0,0f24cbbda3f54142b443ec7c6c4d8720,081341B9,민중서림 엣센스 일한사전,平凡だ 평범하다,auto-selected score=134 meaning_hits=1 target_match=surface; query=平凡だ 평범하다
w_0090d6475e3efe3f,多くの人が呼び掛けに応じる.,많은 사람이 호소에 호응하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%BF%9C%E3%81%98%E3%82%8B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1786202821915,auto,0,8dfa4e3a21cd4ebb8463986be2b0fab4,881982a8,민중서림 엣센스 한일사전,応じる,auto-selected score=134 meaning_hits=1 target_match=surface; query=応じる
w_009e6a30576dac4a,SNSで話題になっている,SNS에서 화제가 되고 있다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%A9%B1%E9%A1%8C,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1786202220459,auto,0,c4f623293b744e3a92743d3082c5a859,081341B9,민중서림 엣센스 일한사전,話題 화제,auto-selected score=129 meaning_hits=1 target_match=surface; query=話題 화제
w_009f00dc815b0b38,昆虫の成長を促す幼若ホルモンとエクダイソンの両方が働くと脱皮するが，エクダイソンだけが分泌されるとさなぎになるようだ,"곤충의 성장을 촉진하는 알라타체 호르몬과 엑디손 양쪽이 작용하면 탈피하지만, 엑디손만이 분비되면 번데기가 되는 것 같다.",naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%98%86%E8%99%AB,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 외래어사전,1780156684645,auto,0,200e7bfd8e9d4d69a9c92076740ca46f,8800047F,민중서림 엣센스 외래어사전,昆虫,auto-selected score=102
w_00b1716ef6ef3781,しだいに運が向いてきた.,차츰 운이 트이기 시작했다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%81%8B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1786202365943,auto,0,27231c7a1c8543fc98e4dd5aa75dedb7,881982a8,민중서림 엣센스 한일사전,運 운 운수,auto-selected score=122 meaning_hits=0 target_match=surface; query=運 운 운수
w_00b6d9661826f4ca,仕方なく諦める,어쩔 수 없이 단념하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E3%81%97%E3%81%8B%E3%81%9F%E3%81%AA%E3%81%8F,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1786204240937,auto,0,fefddc8bb99a454f9b40f14bd4e42c74,081341B9,민중서림 엣센스 일한사전,しかたなく 어쩔 수 없이,auto-selected score=161 meaning_hits=2 target_match=surface; query=しかたなく 어쩔 수 없이
w_00bbf79660ad978b,膨大なノウハウが蓄積されている,방대한 노하우가 축적되어 있다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%93%84%E7%A9%8D,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1786204272569,auto,0,08f1f92ec3b34e3ea41f351df257464e,081341B9,민중서림 엣센스 일한사전,蓄積 축적,auto-selected score=129 meaning_hits=1 target_match=surface; query=蓄積 축적
w_00bc278af57adf36,開会に当たって一言ごあいさつ申し上げます.,개회에 즈음하여 한마디 인사 말씀을 드리겠습니다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%96%8B%E4%BC%9A,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1786203422830,auto,0,bb89f45ded7f44388490462dd9241c47,881982a8,민중서림 엣센스 한일사전,開会 개회,auto-selected score=134 meaning_hits=1 target_match=surface; query=開会 개회
w_00c48216c8344f97,IPO企業の数が増加する,IPO 기업 수가 증가하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E4%BC%81%E6%A5%AD,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1786202930830,auto,0,f3a166c3c1aa4216a0783e5bbb89b64f,081341B9,민중서림 엣센스 일한사전,企業 기업,auto-selected score=129 meaning_hits=1 target_match=surface; query=企業 기업
w_00c8a9222c77c1e0,肉体は滅びても精神は残る.,육체는 없어져도 정신은 남는다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%82%89%E4%BD%93,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156933574,auto,0,618a7646dd194af1bb0313f1e3df1449,881982a8,민중서림 엣센스 한일사전,肉体,auto-selected score=102
w_00c99649445717dd,彼は間もなくアメリカへ行くと言ってたよ.,그는 머지않아 미국에 간다더라,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%96%93%E3%82%82%E3%81%AA%E3%81%8F,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1786203261780,auto,0,4de77879eecb4a0b9a6e9d80fa7adc49,881982a8,민중서림 엣센스 한일사전,間もなく 머지않아 곧,auto-selected score=126 meaning_hits=1 target_match=surface; query=間もなく 머지않아 곧
w_00d4464d8556265c,二つの事件には共通点がある,두 사건에는 공통점이 있다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%85%B1%E9%80%9A%E7%82%B9,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1786205467061,auto,0,4618f634627b4b019fe639c362365197,081341B9,민중서림 엣센스 일한사전,共通点 공통점,auto-selected score=121 meaning_hits=1 target_match=surface; query=共通点 공통점
w_00fb338b5c69d648,麦の穂が出る.,보리 이삭이 피어오르다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%A9%82,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1786206899071,auto,0,8297bd66bc274ae9b07d760b1fb000df,881982a8,민중서림 엣센스 한일사전,穂 이삭,auto-selected score=134 meaning_hits=1 target_match=surface; query=穂 이삭
w_00fd5c7d88fb19d3,その日の糧にも困る.,그날 양식도 대기 어렵다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%9B%B0%E3%82%8B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780157161619,auto,0,85e4ba492d1546a897e819d4b43c0b88,881982a8,민중서림 엣센스 한일사전,困る,auto-selected score=102
w_00fdfc96ba99bd53,そわそわと(して)周りを見る,불안한 표정으로 주위를 둘러보다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E3%81%9D%E3%82%8F%E3%81%9D%E3%82%8F,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1786207281504,auto,0,04a8bbbf76344b73a9b75c3d2b1b2653,081341B9,민중서림 엣센스 일한사전,そわそわ,auto-selected score=129 meaning_hits=1 target_match=surface; query=そわそわ
w_00ff5e63c43c2b0a,現状を正確に把握し、次に目標を設定する,현상을 정확하게 파악하고 다음에 목표를 설정한다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%8F%BE%E7%8A%B6,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1786203016720,auto,0,7d42d2045065463387d29e7eab16d8a9,081341B9,민중서림 엣센스 일한사전,現状 현상,auto-selected score=134 meaning_hits=1 target_match=surface; query=現状 현상
w_010de61c084c7cf1,ちょっと待ってください。あっちの日陰のほうがよさそうです。,잠깐만요. 저쪽 그늘이 더 좋겠어요. (엔터테인먼트>놀이공원/피크닉>피크닉 중),naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%97%A5%E9%99%B0,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 글로벌회화,1786203584764,auto,0,8d2827db19584718b34a6c45e113c6e5,0011CF26,글로벌회화,日陰 그늘,auto-selected score=132 meaning_hits=1 target_match=surface; query=日陰 그늘
w_010ee73feb13c7cc,理由は未だある,이유는 또[아직 더] 있다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%9C%AA%E3%81%A0,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1780157023610,auto,0,b262e7d95a4f4f608ced127c886b6bb4,081341B9,민중서림 엣센스 일한사전,未だ,auto-selected score=97
w_011337c673b66fbe,ご覧になる日にち、作品、時間を選び、次に予約したい座席をお選びください,관람 날짜·작품·시간을 선택하시고 다음으로 예약하고 싶은 좌석을 선택해 주세요,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%97%A5%E3%81%AB%E3%81%A1,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1786203513897,auto,0,44fc0c0d55c74b33a71aee90a5907b81,081341B9,민중서림 엣센스 일한사전,日にち 날짜 날,auto-selected score=134 meaning_hits=1 target_match=surface; query=日にち 날짜 날
w_011830febbff62c7,大きなテレビが床の間に鎮座している,커다란 텔레비전이 床の間에 자리 잡고 있다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%BA%8A%E3%81%AE%E9%96%93,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 교학사 일한사전,1786206757683,auto,0,1c5ed84865954b5e8d048f7aa4303c4e,080004F6,교학사 일한사전,床の間,auto-selected score=115 meaning_hits=0 target_match=surface; query=床の間
w_01187a1dd0d68172,二人の実力は互角だ.,두 사람의 실력은 호각이다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%AE%9F%E5%8A%9B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1786202591693,auto,0,f776cafe76ac4693bead05d23d89914f,881982a8,민중서림 엣센스 한일사전,実力 실력,auto-selected score=134 meaning_hits=1 target_match=surface; query=実力 실력
w_01189f1cea47322f,諸君に期待するゆえんはまさにここにある.,제군에게 기대하는 소이는 바로 여기에 있다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%AB%B8%E5%90%9B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1786204333586,auto,0,7e431bfa66b84eb684b4836ae0016558,881982a8,민중서림 엣센스 한일사전,諸君 여러분 제군,auto-selected score=134 meaning_hits=1 target_match=surface; query=諸君 여러분 제군
w_013579db55e6a84f,満月がひときわ大きく見えるエクストリームスーパームーンが各地で観測された,보름달이 유달리 크게 보이는 익스트림 슈퍼문이 각지에서 관측되었다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%A6%B3%E6%B8%AC,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1786203088284,auto,0,fb9aa06a2523472cac896e94dc0d0895,081341B9,민중서림 엣센스 일한사전,観測 관측,auto-selected score=129 meaning_hits=1 target_match=surface; query=観測 관측
w_013e176627a827e0,外は凄い雨だ,밖은 비가 억수같이 내린다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%87%84%E3%81%84,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1786205068283,auto,0,7fb8be603cef440aa6b255b6548c3b15,081341B9,민중서림 엣센스 일한사전,凄い,auto-selected score=117 meaning_hits=0 target_match=surface; query=凄い
w_0145c52bf4cc5814,家に帰って来ても‘お帰り'と言ってくれる人がいない,집에 돌아와도 ‘어서 와'라고 말해 줄 사람이 없다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E3%81%8A%E5%B8%B0%E3%82%8A,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1786205974523,auto,0,af299078650f43e3a4406970557f6121,081341B9,민중서림 엣센스 일한사전,お帰り 어서 돌아옴 어서 와요,auto-selected score=109 meaning_hits=1 target_match=surface; query=お帰り 어서 돌아옴 어서 와요
w_014d4039b31991f6,台風が近接する.,태풍이 근접하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%BF%91%E6%8E%A5,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1786204557711,auto,0,78e97c79ef5f4218bfaad09e8dd90d95,881982a8,민중서림 엣센스 한일사전,近接 근접,auto-selected score=134 meaning_hits=1 target_match=surface; query=近接 근접
w_014e25ff7ca1690d,国家が滅亡する[滅びる],국가가 멸망하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%BB%85%E3%81%B3%E3%82%8B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1786204609725,auto,0,a3473f9dc1004b6385fae8cdc6d5e790,881982a8,민중서림 엣센스 한일사전,滅びる,auto-selected score=121 meaning_hits=1 target_match=surface; query=滅びる
w_01658ab2cabde4e9,被害はもっと広がる模様だ.,피해는 좀 더 늘어날 모양이다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E3%82%82%E3%81%A3%E3%81%A8,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1786204907847,auto,0,9540cc8d6392452c96446dc7e7675d95,881982a8,민중서림 엣센스 한일사전,もっと 좀 더 더,auto-selected score=122 meaning_hits=0 target_match=surface; query=もっと 좀 더 더
w_016ef21c6de7dbf3,日本の家庭では、固形状の「コンソメスープの素」を溶かしてコンソメ味を作ることがほとんどです。,일본의 가정에서는 대부분 고형의 '콘소메 스프의 가루'를 녹여 콩소메 맛을 만든다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%B4%A0,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 연세대학교 한국어학당 국가별 대표음식,1786202540662,auto,0,381522fc812a412c9ad1f9cbe0645578,8017959b,연세대학교 한국어학당 국가별 대표음식,素,auto-selected score=156 meaning_hits=0 target_match=surface; query=素
w_0177b67a2fd10b2e,体を跳ね上げて垣根を飛び越える.,몸을 솟구쳐 울타리를 뛰어넘다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%9E%A3%E6%A0%B9,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1786206596753,auto,0,4a93e0c8c08440ccb9d0d77665f3d511,881982a8,민중서림 엣센스 한일사전,垣根 울타리,auto-selected score=134 meaning_hits=1 target_match=surface; query=垣根 울타리
w_0182f61cfb3d14c2,ジスは会社を運営する実権を握っている実質的な主だ。,지수는 회사를 운영의 실권을 쥐고 있는 실질적인 주인이다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E4%B8%BB%E3%81%A0,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1786202210710,auto,0,03d9f5771a124e8cb77199412d4a08ab,8819cr4o,국립국어원 한국어-일본어 학습사전,主だ 주되다,auto-selected score=94 meaning_hits=0 target_match=surface; query=主だ 주되다
w_019b02f5b9b7dc2f,この本は読み捨てるには惜しい,이 책은 읽고 버리기에는 아깝다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%83%9C%E3%81%97%E3%81%84,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1786205759481,auto,0,c2124653a6674cd4b5d4723b7b8d796d,081341B9,민중서림 엣센스 일한사전,惜しい,auto-selected score=121 meaning_hits=1 target_match=surface; query=惜しい
w_019d3a6a26abbe92,夜陰に乗じて逃亡した,야음을 틈타서 도망쳤다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%80%83%E4%BA%A1,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1780156819382,auto,0,c37ed8991fe74b37a2ee0b967c29fa05,081341B9,민중서림 엣센스 일한사전,逃亡,auto-selected score=97
w_019dd5c0a6f296a6,兵役を免除される.,병역을 면제받다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%85%8D%E9%99%A4,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1786206949643,auto,0,9c8f6846a98b44c18a0a1b90d00dac95,881982a8,민중서림 엣센스 한일사전,免除 면제,auto-selected score=134 meaning_hits=1 target_match=surface; query=免除 면제
w_01a3acd304c89456,虹の色が配列された形はスペクトルと似ている。,무지개의 색이 배열된 형태는 스펙트럼과 유사하다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%85%8D%E5%88%97,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1780157001431,auto,0,392473e8228b40a8ac36da18fa4458e4,8819cr4o,국립국어원 한국어-일본어 학습사전,配列,auto-selected score=102
w_01a9d78eec02aa15,当社では、品質がよい部品やシステムを設計するためにDRという手法を導入している,당사[우리 회사]에서는 품질 좋은 부품과 시스템을 설계하기 위해 디자인 리뷰 기법을 도입하고 있다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%A8%AD%E8%A8%88,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1786202323433,auto,0,66254ef185244b029d045abaae177f83,081341B9,민중서림 엣센스 일한사전,設計 계획 디자인 설계,auto-selected score=146 meaning_hits=2 target_match=surface; query=設計 계획 디자인 설계
w_01bed74039556334,官僚のモラル低下を嘆いた,관료의 도덕(성) 저하를 개탄했다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%AE%98%E5%83%9A,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1786202622575,auto,0,1ad9b93eae284328bfdede943fce8458,081341B9,민중서림 엣센스 일한사전,官僚 관료,auto-selected score=129 meaning_hits=1 target_match=surface; query=官僚 관료
w_01c7eec9ac27394d,国家に寄与するところ大である.,국가에 기여한 바 크다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%AF%84%E4%B8%8E,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1786204332471,auto,0,4eb56a53caab4c6bbae8bd6fea4e405a,881982a8,민중서림 엣센스 한일사전,寄与 기여,auto-selected score=134 meaning_hits=1 target_match=surface; query=寄与 기여
w_01c8260054b32da5,童話では現実を各々の細密な具象で表すことなく、特徴だけをまとめて表現することが多い。,동화에서는 현실을 각각의 세밀한 구상으로 나타내지 않고 특징만을 요약하여 표현하는 일이 많다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%90%84%E3%80%85,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1786205975032,auto,0,6be6c3bde35a4befbceaa1472594bf47,8819cr4o,국립국어원 한국어-일본어 학습사전,各々 각각,auto-selected score=148 meaning_hits=1 target_match=surface; query=各々 각각
w_01d971bdea79e4f6,スノー・マシーンは，水と空気を混合させてつくった雪の核を散布し，別に散布した水の粒と空中で結合させて人工の雪を降らせる機械である,"스노 머신은 물과 공기를 혼합시켜 만든 눈의 핵을 살포하고, 따로 살포한 물의 알갱이와 공중에서 결합시켜 인공 눈을 내리게 하는 기계이다.",naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%B7%B7%E5%90%88,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 외래어사전,1786203262112,auto,0,75f245f418604aeaa3a7da485668bcf0,8800047F,민중서림 엣센스 외래어사전,混合 혼합,auto-selected score=134 meaning_hits=1 target_match=surface; query=混合 혼합
w_01e3fc0965037397,一度や二度の失敗でへこたれない,한두 번의 실패로 주저앉지 않는다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E5%BA%A6,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1780157120097,auto,0,5385109cb372479788926d96e0607091,081341B9,민중서림 엣센스 일한사전,一度,auto-selected score=97
w_01e6f55ee48161cf,時期が来れば分かる,시기가 오면[때가 되면] 알게 된다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%99%82%E6%9C%9F,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1786202240501,auto,0,3acce5e160eb49ca8413506f7e580dbe,081341B9,민중서림 엣센스 일한사전,時期 시기 때,auto-selected score=129 meaning_hits=1 target_match=surface; query=時期 시기 때
w_01e82a3b4d12f965,説明を簡略にする,설명을 간략하게 하다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%B0%A1%E7%95%A5,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1786203514453,auto,0,3766d5570d0a4ccf8525f82a33c05b60,081341B9,민중서림 엣센스 일한사전,簡略 간략,auto-selected score=129 meaning_hits=1 target_match=surface; query=簡略 간략
w_01f119facf6e9d97,イ：伯父さん、お母さんが幼い頃はどうでしたか。,"가: 외삼촌, 엄마 어릴 때 어땠어요?",naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E4%BC%AF%E7%88%B6%E3%81%95%E3%82%93,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1786206420187,auto,0,b39adf7443f14533b17ddfeb2a8bb854,8819cr4o,국립국어원 한국어-일본어 학습사전,伯父さん 삼촌 아저씨,auto-selected score=106 meaning_hits=1 target_match=surface; query=伯父さん 삼촌 아저씨
w_01fbc4d975317826,歌や俳句を作る,和歌나 俳句를 지어 읊다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%AD%8C,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1780157135657,auto,0,6e4ce6f47432492e86988e10085402ec,081341B9,민중서림 엣센스 일한사전,歌,auto-selected score=97
w_020d0976fb3b52e1,この服が、ぴったりです。,이 옷이 딱 맞아요. (쇼핑>옷가게/신발가게>입어보기),naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%9C%8D,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 글로벌회화,1786205049611,auto,0,e19dcd8e46a044be9eb5866f76bf6cfb,0011CF26,글로벌회화,服 옷,auto-selected score=120 meaning_hits=0 target_match=surface; query=服 옷
