word_id,jp,ko,source,source_url,license,permission_status,attribution,captured_at,qa_status,sort_order,naver_example_id,naver_source_cid,naver_source_name,query,qa_note
w_2ebcf0920b4f9808,毒をもって毒を制する,독을 독으로써 제어하다; 이독제독(以毒制毒),naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%AF%92,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200077189,auto,0,93b797e74d5c43aeb607519bdb603c33,081341B9,민중서림 엣센스 일한사전,毒,auto-selected score=117 meaning_hits=0 target_match=surface; query=毒
w_322a08f35b4fc8b2,合理的な疑いを差し挟む余地がない,합리적인 의심을 할 만한 여지가 없다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%90%88%E7%90%86%E7%9A%84,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200123764,auto,0,bb27f8a057f845e893bb0e27d6e0dd31,081341B9,민중서림 엣센스 일한사전,合理的,auto-selected score=101 meaning_hits=1 target_match=surface; query=合理的
w_32dbafd16a4e2c77,チームに入る,팀에 가입하다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E3%83%81%E3%83%BC%E3%83%A0,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200089636,auto,0,45090c6c39e845f6a3d6f5c6d53be46b,081341B9,민중서림 엣센스 일한사전,チーム,auto-selected score=117 meaning_hits=0 target_match=surface; query=チーム
w_3843ee4af423301d,その映画は人々の涙を誘った,그 영화는 사람들의 심금을 울렸다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E4%BA%BA%E3%80%85,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200078969,auto,0,b4c791bdee7640a2a9a56d80a9ca2ebb,081341B9,민중서림 엣센스 일한사전,人々,auto-selected score=129 meaning_hits=1 target_match=surface; query=人々
w_3b01ac207403f37d,原子力という新しい動力源.,원자력이라고 하는 새로운 동력원,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%8E%9F%E5%AD%90%E5%8A%9B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200122666,auto,0,6542c453df9844eda45a8c2e5846a531,881982a8,민중서림 엣센스 한일사전,原子力,auto-selected score=118 meaning_hits=1 target_match=surface; query=原子力
w_3e2608d07255f10c,ミルクを電子レンジで暖めている,우유를 전자레인지로 데우고 있다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%9B%BB%E5%AD%90,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200134910,auto,0,e3161decd3ae4b29a6b4dfd1f846bb20,081341B9,민중서림 엣센스 일한사전,電子,auto-selected score=129 meaning_hits=1 target_match=surface; query=電子
w_3e389172af03c7be,好奇心は優れて少年的なものである,호기심은 특히 소년적인 것이다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%A5%BD%E5%A5%87%E5%BF%83,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200122890,auto,0,17436440c77349a08c0a63f9de6e870f,081341B9,민중서림 엣센스 일한사전,好奇心,auto-selected score=121 meaning_hits=1 target_match=surface; query=好奇心
w_41b2fd82135a94ad,市長に担ぎ上げる,시장으로 받들어 앉히다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%B8%82%E9%95%B7,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200123828,auto,0,6aa35852949046d0bd08ce814ed0215c,081341B9,민중서림 엣센스 일한사전,市長,auto-selected score=129 meaning_hits=1 target_match=surface; query=市長
w_4a137926b2287cfd,時計の針を進める.,시곗바늘을 돌려 빨리 가게 하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%87%9D,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200077830,auto,0,15f43f22d617480b8ff3e9942b8150b0,881982a8,민중서림 엣센스 한일사전,針,auto-selected score=134 meaning_hits=1 target_match=surface; query=針
w_4bfd82f1eb510072,各国の首脳が一堂に会する.,각국의 수뇌가 한자리에 모이다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%90%84%E5%9B%BD,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200111952,auto,0,026e81efb13e4aefbe2a6e48a278f77e,881982a8,민중서림 엣센스 한일사전,各国,auto-selected score=134 meaning_hits=1 target_match=surface; query=各国
w_4f74e9af3f4010e5,てんでやる気が出ない,도무지 의욕이 나질 않는다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E3%82%84%E3%82%8B%E6%B0%97,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200089099,auto,0,25272344f467409ea8db8b7c445e7673,081341B9,민중서림 엣센스 일한사전,やる気,auto-selected score=109 meaning_hits=1 target_match=surface; query=やる気
w_5032f9664a74398e,外見はよいが内容は貧弱だ.,외견은 좋으나 내용이 빈약하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%A4%96%E8%A6%8B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200111792,auto,0,66b36ec9adbb419ba224d6a60cebb3de,881982a8,민중서림 엣센스 한일사전,外見,auto-selected score=134 meaning_hits=1 target_match=surface; query=外見
w_518f5d6a41328c85,富者と貧者，勝者と敗者を生み出す社会の矛盾へのプロテストは，昔から映画の主要なテーマであった,"부자와 빈자, 승자와 패자를 만들어 내는 사회의 모순에 대한 항의는 예로부터 영화의 주요한 테마였다.",naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%94%9F%E3%81%BF%E5%87%BA%E3%81%99,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 외래어사전,1787200101482,auto,0,ee6a2b4fe4334c6b9f6e48c8a3a49d98,8800047F,민중서림 엣센스 외래어사전,生み出す,auto-selected score=134 meaning_hits=1 target_match=surface; query=生み出す
w_539fc5bf88b962e2,だれに投票するかまだ決めていない.,누구에게 투표할지 아직 결정 못했다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%8A%95%E7%A5%A8,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200090219,auto,0,ae0b822bee1e40519527ecc5d8440e81,881982a8,민중서림 엣센스 한일사전,投票,auto-selected score=134 meaning_hits=1 target_match=surface; query=投票
w_54e3c0502c73d7e9,新しい分野の研究に道をつける.,새로운 분야를 연구하는 계기를 마련하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%88%86%E9%87%8E,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200135687,auto,0,09d996a8193a4cfcaee4dddbebccaed2,881982a8,민중서림 엣센스 한일사전,分野,auto-selected score=134 meaning_hits=1 target_match=surface; query=分野
w_55e83c7e5a6bea6a,英語が上達する,영어 실력이 향상되다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E4%B8%8A%E9%81%94,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200134258,auto,0,fb7dcf57c7e944c9827afdee7f2d0ce6,081341B9,민중서림 엣센스 일한사전,上達,auto-selected score=129 meaning_hits=1 target_match=surface; query=上達
w_5a31cdbb0a49beed,雲が散り失せて青空になる,구름이 걷혀 맑은 하늘이 되다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%9D%92%E7%A9%BA,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200110836,auto,0,7758dc49d1ec41c893e52ea3d2552501,081341B9,민중서림 엣센스 일한사전,青空,auto-selected score=129 meaning_hits=1 target_match=surface; query=青空
w_646c0525514699e0,担任の先生と面談する.,담임 선생님과 면담하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%8B%85%E4%BB%BB,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200134217,auto,0,0a904889d3fd49058c3b2512b9e9fc38,881982a8,민중서림 엣센스 한일사전,担任,auto-selected score=134 meaning_hits=1 target_match=surface; query=担任
w_64be9a4f4460e1b5,特番が視聴者から好評を博し、レギュラー番組化された,특집 프로그램이 시청자들의 호평을 이끌어 내며 정규 방송으로 편성되었다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%A6%96%E8%81%B4%E8%80%85,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200123565,auto,0,17adc00bd4924c8bb425951933ed8c36,081341B9,민중서림 엣센스 일한사전,視聴者,auto-selected score=106 meaning_hits=1 target_match=surface; query=視聴者
w_64d4b0caee1c09bd,りりしい子供は国の柱である.,씩씩한 어린이는 나라의 기둥이다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%9F%B1,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200078095,auto,0,19e9d35c98db42cd83c7bd9ac3a4c5eb,881982a8,민중서림 엣센스 한일사전,柱,auto-selected score=134 meaning_hits=1 target_match=surface; query=柱
w_6543785f3fd2fb49,芸能人の醜聞が明るみに出る.,연예인의 스캔들이 세상에 드러나다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%8A%B8%E8%83%BD%E4%BA%BA,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200113174,auto,0,0f53d281fcec4a539eec35559080caa5,881982a8,민중서림 엣센스 한일사전,芸能人,auto-selected score=126 meaning_hits=1 target_match=surface; query=芸能人
w_6acebe28608188e7,なだらかな丘陵を縫うカントリー・ロードに沿って，中世の姿を残す素朴な村村が点在する,"완만한 구릉을 누비는 시골길을 따라, 중세의 모습을 엿보게 하는 소박한 마을들이 (여기저기) 점재해 있다.",naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E3%81%AA%E3%81%A0%E3%82%89%E3%81%8B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 외래어사전,1787200089051,auto,0,90c33742850e49d58f306e35947925c3,8800047F,민중서림 엣센스 외래어사전,なだらか,auto-selected score=134 meaning_hits=1 target_match=surface; query=なだらか
w_6db6dd90c68d20b7,私たちは奇妙な世界に住んでいる。それはある意味ですでにバーチャライズされた世界である,우리들은 기묘한 세계에 살고 있다. 그것은 어떤 의미에선 이미 가상된 세계이다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%A5%87%E5%A6%99,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 외래어사전,1787200112285,auto,0,6fa776bf7a844ed88d1227bfb95bcbea,8800047F,민중서림 엣센스 외래어사전,奇妙,auto-selected score=134 meaning_hits=1 target_match=surface; query=奇妙
w_6de4c1af6340b81d,鼻アレルギーの主な症状はくしゃみ、鼻水、鼻づまりである,"알레르기 비염의 주된 증상은 재채기, 콧물, 코 막힘이다",naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E3%81%8F%E3%81%97%E3%82%83%E3%81%BF,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200088735,auto,0,0b4e4286e260475f866f4943948df0bc,081341B9,민중서림 엣센스 일한사전,くしゃみ,auto-selected score=134 meaning_hits=1 target_match=surface; query=くしゃみ
w_6fd423e6d1c6a4ae,楽は苦の種苦は楽の種,"낙은 고생의 씨, 고생은 낙의 씨(편안히 지내고 있으면 괴로움이 생기며 괴로움을 참고 견디면 낙이 온다는 말)",naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%A8%AE,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200078681,auto,0,37db858ebb0641d1badfbc281b70a05e,081341B9,민중서림 엣센스 일한사전,種,auto-selected score=109 meaning_hits=0 target_match=surface; query=種
w_70249e2ee07af709,タクシーの乗客が強盗に開き直る.,택시 승객이 강도로 돌변하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%BC%B7%E7%9B%97,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200123259,auto,0,35fb53d2113b4960b9bfad01ed2e3632,881982a8,민중서림 엣센스 한일사전,強盗,auto-selected score=134 meaning_hits=1 target_match=surface; query=強盗
w_762d9de9ee125760,納税は国民の務めである,납세는 국민의 의무이다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%B4%8D%E7%A8%8E,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200135094,auto,0,b889d0e832d549fbaf9a8fdb4cfc1575,081341B9,민중서림 엣센스 일한사전,納税,auto-selected score=129 meaning_hits=1 target_match=surface; query=納税
w_78021f3ebd19aa5a,父の厄介になっているのは苦痛だ.,아버지의 신세를 지고 있는 것은 고통스럽다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%8B%A6%E7%97%9B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200113262,auto,0,56a25676f8d34eca893d38045085cb22,881982a8,민중서림 엣센스 한일사전,苦痛,auto-selected score=134 meaning_hits=1 target_match=surface; query=苦痛
w_7829ba606d939d4f,壇の上で演説をする.,단 위에서 연설을 하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%BC%94%E8%AA%AC,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200111295,auto,0,8c77c00c3dce4b4fab484d56fb90759d,881982a8,민중서림 엣센스 한일사전,演説,auto-selected score=134 meaning_hits=1 target_match=surface; query=演説
w_79d375ad544ecc0d,教員を養成する.,교원을 양성하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%95%99%E5%93%A1,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200112585,auto,0,03fb19480be34d7997f5c7b1ed474a36,881982a8,민중서림 엣센스 한일사전,教員,auto-selected score=134 meaning_hits=1 target_match=surface; query=教員
w_7c5049b1b5f6d642,PHV専用の充電スタンドを設置する,플러그인 하이브리드 카 전용 충전소를 설치하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%85%85%E9%9B%BB,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200133981,auto,0,e9eb0eb7c4274c16bf4f943d2a8a7663,081341B9,민중서림 엣센스 일한사전,充電,auto-selected score=129 meaning_hits=1 target_match=surface; query=充電
w_7cafc14ce18cf1a5,ビアテイスターの資格を持つ店長,맥주 전문가 자격증이 있는 점장,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%BA%97%E9%95%B7,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200134506,auto,0,029ccdf240944b6db5b933d61c445dbd,081341B9,민중서림 엣센스 일한사전,店長,auto-selected score=121 meaning_hits=1 target_match=surface; query=店長
w_83b7127753e8a7aa,ガスの爆発で家が激しく揺れる.,가스 폭발로 집이 뒤흔들리다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%88%86%E7%99%BA,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200135558,auto,0,a503f35549e04670bd31c9a6edfb658f,881982a8,민중서림 엣센스 한일사전,爆発,auto-selected score=134 meaning_hits=1 target_match=surface; query=爆発
w_86896d02782ae305,円安の傾向に歯止めをかける,엔저 경향에 제동을 걸다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%86%86%E5%AE%89,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200100135,auto,0,a8069ee8f5d846ac8a798c9191aa7ca6,081341B9,민중서림 엣센스 일한사전,円安,auto-selected score=129 meaning_hits=1 target_match=surface; query=円安
w_8f8cb620e9cc2ad9,大型クルーズ客船が入港する,대형 크루즈 객선이 입항하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%A4%A7%E5%9E%8B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200110988,auto,0,0d67c008fabf4802b9752a654a35245b,081341B9,민중서림 엣센스 일한사전,大型,auto-selected score=129 meaning_hits=1 target_match=surface; query=大型
w_9165bb6ac0c4b889,わさびの栽培は、とても難しいのでわさびが高価なのも納得がいきます。,와사비의 재배가 매우 어렵기 때문에 와사비가 비싼 것도 납득이 갑니다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%B4%8D%E5%BE%97,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 연세대학교 한국어학당 국가별 대표음식,1787200100208,auto,0,bccd384cb5bb48f4b67bee7003ac3fe7,8017959b,연세대학교 한국어학당 국가별 대표음식,納得,auto-selected score=134 meaning_hits=1 target_match=surface; query=納得
w_927a3983b160576b,腹が張る,배가 땡땡하다; 복부 팽만감을 느끼다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%85%B9,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200077520,auto,0,78a66b4d357b442e97a6eda0eb3d1843,081341B9,민중서림 엣센스 일한사전,腹,auto-selected score=129 meaning_hits=1 target_match=surface; query=腹
w_97a4b4b110d91439,味見のためにつまみ食いする,간을 보기 위해 손으로 집어 먹다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%91%B3%E8%A6%8B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200088968,auto,0,8c0da201b3d246c48e368b32e3340b5e,081341B9,민중서림 엣센스 일한사전,味見,auto-selected score=117 meaning_hits=0 target_match=surface; query=味見
w_9939e1efe60f95f6,衣服を借り着して損料を払う.,의복을 빌려 입고 손료를 내다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%A1%A3%E6%9C%8D,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200100882,auto,0,d492de6c2ac84adbb362f05b01959560,881982a8,민중서림 엣센스 한일사전,衣服,auto-selected score=126 meaning_hits=1 target_match=surface; query=衣服
w_9b03235c5b4d027e,パワーブロガーが商品コメントの見返りに企業から金銭を受け取った場合もあった,파워 블로거가 상품 평을 대가로 기업으로부터 금전을 받은 경우도 있었다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%87%91%E9%8A%AD,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200112877,auto,0,7a5a9d3b5eac4e40a52bead5c47e532e,081341B9,민중서림 엣센스 일한사전,金銭,auto-selected score=129 meaning_hits=1 target_match=surface; query=金銭
w_9dc2325d8683044e,勝利の女神が…に微笑む,승리의 여신이 …에게 미소 짓다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%BE%AE%E7%AC%91%E3%82%80,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200088327,auto,0,bc953784a84b45849feb2f31ecc7bbba,081341B9,민중서림 엣센스 일한사전,微笑む,auto-selected score=133 meaning_hits=2 target_match=surface; query=微笑む
w_a0ffef4281eed56e,君の論述には誤りがある,너의 논술에는 잘못이 있다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%AA%A4%E3%82%8A,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200101438,auto,0,89c18ace1e8f46109f94764d40673dd8,081341B9,민중서림 엣센스 일한사전,誤り,auto-selected score=129 meaning_hits=1 target_match=surface; query=誤り
w_a1d8a73cc5506787,歩き方に独特の足癖がある,걸음걸이에 독특한 버릇이 있다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%8B%AC%E7%89%B9,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200134802,auto,0,d1edaa53dec3487e8130a7a034265817,081341B9,민중서림 엣센스 일한사전,独特,auto-selected score=129 meaning_hits=1 target_match=surface; query=独特
w_a409937488a8e0ca,彼を最大の敵と目した.,그를 최대의 적으로 지목하였다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%9C%80%E5%A4%A7,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200090036,auto,0,c1e74beeed274881b4dd60a18c6dd6b6,881982a8,민중서림 엣센스 한일사전,最大,auto-selected score=134 meaning_hits=1 target_match=surface; query=最大
w_ab6a046befd0d3fc,我慢強い待ち。,진득한 기다림.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%88%91%E6%85%A2%E5%BC%B7%E3%81%84,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1787200089624,auto,0,cbf7f39955274765b42bc13eeeec2466,8819cr4o,국립국어원 한국어-일본어 학습사전,我慢強い,auto-selected score=64 meaning_hits=0 target_match=surface; query=我慢強い
w_b46e2bcfa7d96251,チューハイは、居酒屋のメニューとして登場しました。,츄하이가 주점 메뉴로 등장했습니다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%B1%85%E9%85%92%E5%B1%8B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 연세대학교 한국어학당 국가별 대표음식,1787200100698,auto,0,e212cbec59ab4ef3ae4036db4d817f24,8017959b,연세대학교 한국어학당 국가별 대표음식,居酒屋,auto-selected score=114 meaning_hits=0 target_match=surface; query=居酒屋
w_b58cfba6196a9d55,犯罪の温床を一掃する,범죄의 온상을 일소하다[뿌리 뽑다],naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%8A%AF%E7%BD%AA,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787200099708,auto,0,74ed43047d304883804ff946602703fc,081341B9,민중서림 엣센스 일한사전,犯罪,auto-selected score=129 meaning_hits=1 target_match=surface; query=犯罪
w_b6759dff8d53492a,飯つぶが箸からぼろぼろと落ちる.,밥알이 젓가락에서 부스스 떨어진다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%AE%B8,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200076916,auto,0,b6068cfe106646afb61a3ed58921f6a7,881982a8,민중서림 엣센스 한일사전,箸,auto-selected score=134 meaning_hits=1 target_match=surface; query=箸
w_ba2e6fc1ecffb05a,雷鳴と同時に停電した,천둥 소리와 동시에 정전이 되었다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%90%8C%E6%99%82,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787200134927,auto,0,0f46d43dcaca428da36d071e5941e45a,881982a8,민중서림 엣센스 한일사전,同時,auto-selected score=129 meaning_hits=1 target_match=surface; query=同時
