word_id,jp,ko,source,source_url,license,permission_status,attribution,captured_at,qa_status,sort_order,naver_example_id,naver_source_cid,naver_source_name,query,qa_note
w_061c9a2227408a77,外来語はかたかなで書くことが多い。,외래어는 가타카나로 쓰는 경우가 많다.,self,https://tatoeba.org/en/sentences/search?from=jpn&query=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A,self,self,AshitaKanji 편집 예문,1786287600000,auto,0,,,,かたかな,자체 작성·번역; Tatoeba 'カタカナ' 15건 확인; 표제어 원형 포함 검사 통과
w_066f479d049724ea,一秒について話す。,1초에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E7%A7%92,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,一秒,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_06e7e51d003ac3e4,夜の街はまだにぎやかだ。,밤거리는 아직 붐빈다.,self,https://ja.dict.naver.com/#/search?query=%E8%A1%97,self,self,AshitaKanji 편집 예문,1787147220042,verified,0,,,,街,priority-fix example rewrite; 표제어 원형 포함
w_0749cb9bf874ff70,わざわざ駅まで迎えに来てくれた。,일부러 역까지 마중 나와 주었다.,self,https://ja.dict.naver.com/#/search?query=%E3%82%8F%E3%81%96%E3%82%8F%E3%81%96,self,self,AshitaKanji 편집 예문,1786378717266,auto,0,,,,わざわざ,자체 작성·번역; 표제어 기본형 포함 및 문법·의미 수동 검수
w_0786b0efd583cdb2,外はまるで冬のように寒い。,밖은 마치 겨울처럼 춥다.,self,https://ja.dict.naver.com/#/search?query=%E3%81%BE%E3%82%8B%E3%81%A7,self,self,AshitaKanji 편집 예문,1786378717266,auto,0,,,,まるで,자체 작성·번역; 표제어 기본형 포함 및 문법·의미 수동 검수
w_0787d4f6eb05df72,落ち着いて澄む。,차분히 분명한.,self,https://ja.dict.naver.com/#/search?query=%E6%BE%84%E3%82%80,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,澄む,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_078c37ed2c920c51,土曜日に家族と買い物に行きます。,토요일에 가족과 쇼핑하러 갑니다.,self,https://ja.dict.naver.com/#/search?query=%E5%9C%9F%E6%9B%9C%E6%97%A5,self,self,AshitaKanji 편집 예문,1786345143714,auto,0,,,,土曜日,자체 작성·번역; 표제어 교정 후 초급 학습 문맥으로 재작성
w_07b3929512d229c4,コンサートへの来場者が増えた。,콘서트 참석자가 늘었다.,self,https://ja.dict.naver.com/#/search?query=%E6%9D%A5%E5%A0%B4,self,self,self,1786980232054,verified,0,,,,来場,na-adjective-dedupe backfill
w_07e4ad7c90c9f270,山頂から美しい光景が見えた。,산 정상에서 아름다운 광경이 보였다.,self,https://ja.dict.naver.com/#/search?query=%E5%85%89%E6%99%AF,self,self,AshitaKanji 편집 예문,1786378717266,auto,0,,,,光景,자체 작성·번역; 표제어 기본형 포함 및 문법·의미 수동 검수
w_08149ad39d83534d,咄嗟に説明する。,순간적으로 설명한다.,self,https://ja.dict.naver.com/#/search?query=%E5%92%84%E5%97%9F%E3%81%AB,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,咄嗟に,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_08831dedef62a3f7,汁について話す。,즙에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E6%B1%81,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,汁,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_089d30f4097e7fb0,電流について話す。,전류에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E9%9B%BB%E6%B5%81,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,電流,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_09240cecff085cb3,親友を裏切る。,친한 친구를 배신한다.,self,https://ja.dict.naver.com/#/search?query=%E8%A3%8F%E5%88%87%E3%82%8B,self,self,AshitaKanji 편집 예문,1787187754128,verified,0,,,,裏切る,example-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_09596ca95ad863e9,こちらの席でよろしいですか。,이 자리면 괜찮습니까?,self,https://ja.dict.naver.com/#/search?query=%E3%82%88%E3%82%8D%E3%81%97%E3%81%84,self,self,AshitaKanji 편집 예문,1786378717266,auto,0,,,,よろしい,자체 작성·번역; 표제어 기본형 포함 및 문법·의미 수동 검수
w_09cdf9a8f3634a76,とても快い。,매우 기분좋다.,self,https://ja.dict.naver.com/#/search?query=%E5%BF%AB%E3%81%84,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,快い,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_09d6b72c92cc2716,現金について話す。,현금에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E7%8F%BE%E9%87%91,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,現金,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_0a3e308b218bc214,大らかな性格の人だ。,너그러운 성격의 사람이다.,self,https://ja.dict.naver.com/#/search?query=%E5%A4%A7%E3%82%89%E3%81%8B%E3%81%AA,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,大らかな,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_0d28835187d6eee7,街頭について話す。,가두에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E8%A1%97%E9%A0%AD,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,街頭,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_0d2e035038fd2112,神社に仕える仕事をしている。,신사에서 섬기는 일을 하고 있다.,self,,self,self,self,1786980232054,verified,0,,,,仕える,na-adjective-dedupe backfill
w_0e66d1e196b285b8,魚について話す。,생선에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E9%AD%9A,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,魚,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_0e696b95974c3504,踏襲について話す。,답습에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E8%B8%8F%E8%A5%B2,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,踏襲,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_0e77500820c5c9b9,髪を黒く染める。,머리를 검게 물들인다.,self,https://ja.dict.naver.com/#/search?query=%E6%9F%93%E3%82%81%E3%82%8B,self,self,AshitaKanji 편집 예문,1787187754128,verified,0,,,,染める,example-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_0e981b675d9187b1,増加について話す。,증가에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E5%A2%97%E5%8A%A0,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,増加,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_0e9cab5ccd7e7e49,大学で工学を専攻する。,대학에서 공학을 전공한다.,self,https://ja.dict.naver.com/#/search?query=%E5%B7%A5%E5%AD%A6,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,工学,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_0fd551cc4c3b764e,猫がミルクを舐める。,고양이가 우유를 핥는다.,self,https://ja.dict.naver.com/#/search?query=%E8%88%90%E3%82%81%E3%82%8B,self,self,AshitaKanji 편집 예문,1787187754128,verified,0,,,,舐める,example-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_0fdee89d4ad3a5cd,この店は安くて、しかもおいしい。,이 가게는 싸고 게다가 맛있다.,self,https://ja.dict.naver.com/#/search?query=%E3%81%97%E3%81%8B%E3%82%82,self,self,AshitaKanji 편집 예문,1786378717266,auto,0,,,,しかも,자체 작성·번역; 표제어 기본형 포함 및 문법·의미 수동 검수
w_10284144fa6f8fa9,受付で身分証明書を提示してください。,접수처에서 신분증을 제시해 주세요.,self,https://ja.dict.naver.com/#/search?query=%E6%8F%90%E7%A4%BA,self,self,AshitaKanji 편집 예문,1786345143714,auto,0,,,,提示,자체 작성·번역; NAVER 일본어사전에서 표제어 용법 확인; 전수 표제어 QA
w_11029cfda3c417c2,発達について話す。,발달에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E7%99%BA%E9%81%94,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,発達,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_12939f589a0b61a0,公園の芝生に座った。,공원 잔디에 앉았다.,self,,self,self,self,1786980232054,verified,0,,,,芝生,na-adjective-dedupe backfill
w_12ed136adb62b130,両側について話す。,양쪽에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E4%B8%A1%E5%81%B4,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,両側,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1380616a4a83aca5,合唱について話す。,합창에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E5%90%88%E5%94%B1,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,合唱,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_14b7a7565fa9e8f4,度々同じミスをする。,자주 같은 실수를 한다.,self,https://ja.dict.naver.com/#/search?query=%E5%BA%A6%E3%80%85,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,度々,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_14d8ad09a1ce1c8d,英字新聞を読む。,영자 신문을 읽는다.,self,https://ja.dict.naver.com/#/search?query=%E8%8B%B1%E5%AD%97,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,英字,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_15250f716c78bbf5,受け持った仕事をやり遂げる。,맡은 일을 끝까지 해낸다.,self,https://ja.dict.naver.com/#/search?query=%E3%82%84%E3%82%8A%E9%81%82%E3%81%92%E3%82%8B,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,やり遂げる,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1550e1c34be164e4,判子について話す。,도장에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E5%88%A4%E5%AD%90,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,判子,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_155335c07d28c16f,困ったときはいつでも電話してください。,곤란할 때는 언제든지 전화해 주세요.,self,https://ja.dict.naver.com/#/search?query=%E3%81%84%E3%81%A4%E3%81%A7%E3%82%82,self,self,AshitaKanji 편집 예문,1786378717266,auto,0,,,,いつでも,자체 작성·번역; 표제어 기본형 포함 및 문법·의미 수동 검수
w_157443e88683e1c9,環境に関わる問題について話し合った。,환경과 관련된 문제에 관해 논의했다.,self,https://ja.dict.naver.com/#/search?query=%E9%96%A2%E3%82%8F%E3%82%8B,self,self,AshitaKanji 편집 예문,1786345143714,auto,0,,,,関わる,자체 작성·번역; 표제어 교정 후 초급 학습 문맥으로 재작성
w_16a8437b706000b6,荷物を部屋まで運ぶ。,짐을 방까지 옮긴다.,self,https://ja.dict.naver.com/#/search?query=%E9%81%8B%E3%81%B6,self,self,AshitaKanji 편집 예문,1787187754128,verified,0,,,,運ぶ,example-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_16b5e002c7a1d2f2,その内また連絡します。,조만간 다시 연락합니다.,self,https://ja.dict.naver.com/#/search?query=%E3%81%9D%E3%81%AE%E5%86%85,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,その内,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_172254f545edb835,産業について話す。,산업에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E7%94%A3%E6%A5%AD,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,産業,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1739219b9edbbe14,今日の授業のまとめをする。,오늘 수업 정리를 한다.,self,https://ja.dict.naver.com/#/search?query=%E3%81%BE%E3%81%A8%E3%82%81,self,self,AshitaKanji 편집 예문,1787187754128,verified,0,,,,まとめ,example-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_17c56e9002d05e61,限りについて話す。,한에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E9%99%90%E3%82%8A,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,限り,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_17ea17f7f7fd6d2b,木の葉が静かに落ちる。,나뭇잎이 조용히 떨어진다.,self,https://ja.dict.naver.com/#/search?query=%E8%90%BD%E3%81%A1%E3%82%8B,self,self,AshitaKanji 편집 예문,1787187754128,verified,0,,,,落ちる,example-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_17f948120f29942a,今夜は父に代る。,오늘 밤은 아버지를 대신한다.,self,https://ja.dict.naver.com/#/search?query=%E4%BB%A3%E3%82%8B,self,self,AshitaKanji 편집 예문,1787187754128,verified,0,,,,代る,example-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1833552e6b79b74b,販売について話す。,판매에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E8%B2%A9%E5%A3%B2,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,販売,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_187ac653f45445ca,これは偽物の時計だ。,이것은 가짜 시계다.,self,https://ja.dict.naver.com/#/search?query=%E5%81%BD%E7%89%A9,self,self,AshitaKanji 편집 예문,1787187754128,verified,0,,,,偽物,example-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_18904ffc4733404c,落ち着いて取り扱う。,차분히 취급하다.,self,https://ja.dict.naver.com/#/search?query=%E5%8F%96%E3%82%8A%E6%89%B1%E3%81%86,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,取り扱う,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1954b22e948706ba,落ち着いて配る。,차분히 나눠주다.,self,https://ja.dict.naver.com/#/search?query=%E9%85%8D%E3%82%8B,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,配る,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1a549e7eef1574a3,市場の動向を注意深く見守る。,시장의 동향을 주의 깊게 지켜본다.,self,https://ja.dict.naver.com/#/search?query=%E5%8B%95%E5%90%91,self,self,AshitaKanji 편집 예문,1786345143714,auto,0,,,,動向,자체 작성·번역; NAVER 일본어사전에서 표제어 용법 확인; 전수 표제어 QA
w_1a590a2722d8602f,駅について話す。,역에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E9%A7%85,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,駅,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1acadab0e96ab9d7,一日歩いてくたびれる。,하루 걸어서 지친다.,self,https://ja.dict.naver.com/#/search?query=%E3%81%8F%E3%81%9F%E3%81%B3%E3%82%8C%E3%82%8B,self,self,AshitaKanji 편집 예문,1787187754128,verified,0,,,,くたびれる,example-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1bfd2b2fef93d27e,既に出発した。,이미 출발했다.,self,https://ja.dict.naver.com/#/search?query=%E6%97%A2%E3%81%AB,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,既に,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1c0ffef8df7c7e42,小学校について話す。,초등학교에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E5%B0%8F%E5%AD%A6%E6%A0%A1,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,小学校,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1c28467b52572134,原因はいまだ解明されていない。,원인은 아직 밝혀지지 않았다.,self,https://ja.dict.naver.com/#/search?query=%E3%81%84%E3%81%BE%E3%81%A0,self,self,AshitaKanji 편집 예문,1788271402862,verified,0,,,,いまだ,N1 いまだ 문어 용법; 부정문과 함께 쓰는 예
w_1c2ded63174fe839,小包について話す。,소포에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E5%B0%8F%E5%8C%85,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,小包,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1c59e13dadce6f6b,絵について話す。,그림에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E7%B5%B5,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,絵,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1cd9d956ac65ad3e,これは色々だ。,이것은 다양한이다.,self,https://ja.dict.naver.com/#/search?query=%E8%89%B2%E3%80%85,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,色々,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1d13264e7f8e8113,梅雨で部屋が湿気る。,장마로 방이 축축해진다.,self,https://ja.dict.naver.com/#/search?query=%E6%B9%BF%E6%B0%97%E3%82%8B,self,self,AshitaKanji 편집 예문,1787187754128,verified,0,,,,湿気る,example-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1e6961ce3411cb4b,農業について話す。,농업에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E8%BE%B2%E6%A5%AD,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,農業,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1e9f921233a4335f,長い間ご無沙汰して、すみません。,오랫동안 연락드리지 못해 죄송합니다.,self,https://ja.dict.naver.com/#/search?query=%E7%84%A1%E6%B2%99%E6%B1%B0,self,self,AshitaKanji 편집 예문,1786345143714,auto,0,,,,無沙汰,자체 작성·번역; NAVER 일본어사전에서 표제어 용법 확인; 전수 표제어 QA
w_1ef4822a952c095f,早急に返事をください。,서둘러 답을 주세요.,self,https://ja.dict.naver.com/#/search?query=%E6%97%A9%E6%80%A5,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,早急,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1efbbd0a483ff9d0,警告について話す。,경고에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E8%AD%A6%E5%91%8A,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,警告,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1f45eb00e24b3e52,後援について話す。,후원에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E5%BE%8C%E6%8F%B4,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,後援,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1f9c536db0872b3c,滝について話す。,폭포에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E6%BB%9D,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,滝,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_1fb1432fdae5690a,部屋の電気が点く。,방의 불이 켜진다.,self,https://ja.dict.naver.com/#/search?query=%E7%82%B9%E3%81%8F,self,self,AshitaKanji 편집 예문,1787147220042,verified,0,,,,点く,priority-fix example rewrite; 표제어 원형 포함
w_2026b6b32990426e,食堂で定食を注文した。,식당에서 정식을 주문했다.,self,https://ja.dict.naver.com/#/search?query=%E5%AE%9A%E9%A3%9F,self,self,self,1786980232054,verified,0,,,,定食,na-adjective-dedupe backfill
w_2042955fbd7ed6b5,電話をかけたが、相手は話し中だった。,전화를 걸었지만 상대는 통화 중이었다.,self,https://ja.dict.naver.com/#/search?query=%E8%A9%B1%E3%81%97%E4%B8%AD,self,self,AshitaKanji 편집 예문,1786345143714,auto,0,,,,話し中,자체 작성·번역; 표제어 교정 후 초급 학습 문맥으로 재작성
w_20ea0e1c7d1c4ce3,桁について話す。,자릿수에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E6%A1%81,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,桁,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_2119dd3cac2a55fa,友人の言葉が心の救いになった。,친구의 말이 마음의 구원이 되었다.,self,https://ja.dict.naver.com/#/search?query=%E6%95%91%E3%81%84,self,self,AshitaKanji 편집 예문,1786378717266,auto,0,,,,救い,자체 작성·번역; 표제어 기본형 포함 및 문법·의미 수동 검수
w_21ccbff21988f702,殻について話す。,껍데기에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E6%AE%BB,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,殻,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_21dc3cb4f88ffbf3,この道路は来月舗装される。,이 도로는 다음 달 포장된다.,self,https://ja.dict.naver.com/#/search?query=%E8%88%97%E8%A3%85,self,self,AshitaKanji 편집 예문,1786378717266,auto,0,,,,舗装,자체 작성·번역; 표제어 기본형 포함 및 문법·의미 수동 검수
w_21dd11caaa9c3389,注意事項をよく読んでください。,주의 사항을 잘 읽어 주세요.,self,https://ja.dict.naver.com/#/search?query=%E4%BA%8B%E9%A0%85,self,self,AshitaKanji 편집 예문,1786345143714,auto,0,,,,事項,자체 작성·번역; NAVER 일본어사전에서 표제어 용법 확인; 전수 표제어 QA
w_224056d82bff1d52,このカメラで写真を撮ります。,이 카메라로 사진을 찍습니다.,self,https://ja.dict.naver.com/#/search?query=%E3%82%AB%E3%83%A1%E3%83%A9,self,self,AshitaKanji 편집 예문,1786378717266,auto,0,,,,カメラ,자체 작성·번역; 표제어 기본형 포함 및 문법·의미 수동 검수
w_2266502a4f3421c5,似た境遇の人々が支え合った。,비슷한 처지의 사람들이 서로 도왔다.,self,https://ja.dict.naver.com/#/search?query=%E5%A2%83%E9%81%87,self,self,AshitaKanji 편집 예문,1786378717266,auto,0,,,,境遇,자체 작성·번역; 표제어 기본형 포함 및 문법·의미 수동 검수
w_231788f2e4be23bc,先生はそうおっしゃる。,선생님은 그렇게 말씀하신다.,self,https://ja.dict.naver.com/#/search?query=%E3%81%8A%E3%81%A3%E3%81%97%E3%82%83%E3%82%8B,self,self,AshitaKanji 편집 예문,1787187754128,verified,0,,,,おっしゃる,example-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_232fd4c69bca3059,雨が降ってきたので傘をさす。,비가 와서 우산을 쓴다.,self,https://ja.dict.naver.com/#/search?query=%E3%81%95%E3%81%99,self,self,AshitaKanji 편집 예문,1787187754128,verified,0,,,,さす,example-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_23ce4ea144f00b0e,慣例について話す。,관례에 대해 이야기한다.,self,https://ja.dict.naver.com/#/search?query=%E6%85%A3%E4%BE%8B,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,慣例,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
w_245d63ae14dc7240,火曜日に友達と会います。,화요일에 친구를 만납니다.,self,https://ja.dict.naver.com/#/search?query=%E7%81%AB%E6%9B%9C%E6%97%A5,self,self,AshitaKanji 편집 예문,1786345143714,auto,0,,,,火曜日,자체 작성·번역; 표제어 교정 후 초급 학습 문맥으로 재작성
w_2469bcc59515558e,この服を気に入る。,이 옷을 마음에 들어 한다.,self,https://ja.dict.naver.com/#/search?query=%E6%B0%97%E3%81%AB%E5%85%A5%E3%82%8B,self,self,AshitaKanji 편집 예문,1787191529324,verified,0,,,,気に入る,remaining-review-queue 2026-08-20; 표제어 원형 포함; 자체 작성
